Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
ASUS ROG STRIX B760-F GAMING WIFI DDR5,asusrogstrixb760fwifiddr5,,,,99000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-strix-b760-f-gaming-wifi-ddr5,,,,,,
ASUS PRIME B650M-A WIFI II,asusprimeb650mawifiii,,,,64500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b650m-a-wifi-ii,,,,,,
MSI Z790 GAMING PLUS WIFI DDR5,msiz790pluswifiddr5,,,,99500.0,Out of Stock,https://www.nanotek.lk/product/msi-z790-gaming-plus-wifi-ddr5,,,,,,
MSI B650M GAMING WIFI,msib650mwifi,,,,61500.0,Out of Stock,https://www.nanotek.lk/product/msi-b650m-gaming-wifi,,,,,,
MSI MAG X870E TOMAHAWK WIFI,msimagx870etomahawkwifi,,,,146500.0,Out of Stock,https://www.nanotek.lk/product/msi-mag-x870e-tomahawk-wifi,,,,,,
MSI B760M GAMING PLUS WIFI,msib760mpluswifi,,,,66000.0,Out of Stock,https://www.nanotek.lk/product/msi-b760m-gaming-plus-wifi,,,,,,
MSI B650M PROJECT ZERO WIFI D5,msib650mprojectzerowifid5,,,,83000.0,Out of Stock,https://www.nanotek.lk/product/msi-b650m-project-zero-wifi-d5,,,,,,
MSI MAG X670E TOMAHAWK WIFI,msimagx670etomahawkwifi,,,,126500.0,Out of Stock,https://www.nanotek.lk/product/msi-mag-x670e-tomahawk-wifi,,,,,,
MSI MAG X870 TOMAHAWK WIFI,msimagx870tomahawkwifi,,,,144500.0,Out of Stock,https://www.nanotek.lk/product/msi-mag-x870-tomahawk-wifi,,,,,,
COLORFUL CVN B650 FROZEN V14,colorfulcvnb650frozenv14,,,,49500.0,Out of Stock,https://www.nanotek.lk/product/colorful-cvn-b650-frozen-v14,,,,,,
MSI B760M PROJECT ZERO DDR5,msib760mprojectzeroddr5,,,,83000.0,Out of Stock,https://www.nanotek.lk/product/msi-b760m-project-zero-ddr5,,,,,,
